ano;sigla_uf;cnae_2;descricao_cnae;grupo;tratado;total_vinculos_ativos;massa_salarial;post;salario_medio
2020;MS;28330;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;controle;FALSE;470;1144001,8699999999;FALSE;2,43404653191489e+03
2020;MS;28402;Fabricação de máquinas-ferramenta;controle;FALSE;8;29122,7200000000;FALSE;3,64034000000000e+03
2020;MS;28526;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;controle;FALSE;15;38342,1600000000;FALSE;2,55614400000000e+03
2020;MS;28615;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;controle;FALSE;3;5805,4800000000;FALSE;1,93516000000000e+03
2020;MS;28623;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;controle;FALSE;0;0,0000000000;FALSE;NA
2020;MS;28631;Fabricação de máquinas e equipamentos para a indústria têxtil;controle;FALSE;2;3827,3200000000;FALSE;1,91366000000000e+03
2020;MS;28658;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;controle;FALSE;2;3982,6900000000;FALSE;1,99134500000000e+03
2020;MS;28691;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;controle;FALSE;36;100752,2400000000;FALSE;2,79867333333333e+03
2020;MS;32116;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;tratado_nucleo;TRUE;67;120443,6500000000;FALSE;1,79766641791045e+03
2020;MS;32124;Fabricação de bijuterias e artefatos semelhantes;tratado_nucleo;TRUE;3;2197,0300000000;FALSE;7,32343333333333e+02
2020;MS;32302;Fabricação de artefatos para pesca e esporte;tratado_nucleo;TRUE;172;185409,1700000000;FALSE;1,07796029069767e+03
2020;MS;32400;Fabricação de brinquedos e jogos recreativos;tratado_nucleo;TRUE;508;911928,3199999991;FALSE;1,79513448818897e+03
2020;MT;10112;Abate de reses, exceto suínos;sensibilidade;FALSE;25521;52132546,5699998736;FALSE;2,04273134164021e+03
2020;MT;10121;Abate de suínos, aves e outros pequenos animais;sensibilidade;FALSE;12495;25502751,2500000820;FALSE;2,04103651460585e+03
2020;MT;10139;Fabricação de produtos de carne;sensibilidade;FALSE;1713;3537499,6200000001;FALSE;2,06509026269702e+03
2020;MT;10201;Preservação do pescado e fabricação de produtos do pescado;sensibilidade;FALSE;60;89099,0900000000;FALSE;1,48498483333333e+03
2020;MT;10317;Fabricação de conservas de frutas;sensibilidade;FALSE;72;130338,6100000000;FALSE;1,81025847222222e+03
2020;MT;10325;Fabricação de conservas de legumes e outros vegetais;sensibilidade;FALSE;19;23691,4000000000;FALSE;1,24691578947368e+03
2020;MT;10333;Fabricação de sucos de frutas, hortaliças e legumes;sensibilidade;FALSE;45;51923,5600000000;FALSE;1,15385688888889e+03
2020;MT;10414;Fabricação de óleos vegetais em bruto, exceto óleo de milho;sensibilidade;FALSE;2334;7265828,5699999984;FALSE;3,11303709083119e+03
2020;MT;10422;Fabricação de óleos vegetais refinados, exceto óleo de milho;sensibilidade;FALSE;942;3184639,3000000040;FALSE;3,38072112526540e+03
2020;MT;10431;Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais;sensibilidade;FALSE;0;0,0000000000;FALSE;NA
2020;MT;10511;Preparação do leite;sensibilidade;FALSE;82;124965,0900000000;FALSE;1,52396451219512e+03
2020;MT;10520;Fabricação de laticínios;sensibilidade;FALSE;1640;3118547,3700000020;FALSE;1,90155327439025e+03
2020;MT;10538;Fabricação de sorvetes e outros gelados comestíveis;sensibilidade;FALSE;410;638872,5399999998;FALSE;1,55822570731707e+03
2020;MT;10619;Beneficiamento de arroz e fabricação de produtos do arroz;sensibilidade;FALSE;739;1910115,6000000001;FALSE;2,58473017591340e+03
2020;MT;10627;Moagem de trigo e fabricação de derivados;sensibilidade;FALSE;5;9403,4400000000;FALSE;1,88068800000000e+03
2020;MT;10635;Fabricação de farinha de mandioca e derivados;sensibilidade;FALSE;27;54461,0400000000;FALSE;2,01707555555556e+03
2020;MT;10643;Fabricação de farinha de milho e derivados, exceto óleos de milho;sensibilidade;FALSE;202;467474,0800000000;FALSE;2,31422811881188e+03
2020;MT;10651;Fabricação de amidos e féculas de vegetais e de óleos de milho;sensibilidade;FALSE;9;6631,6700000000;FALSE;7,36852222222222e+02
2020;MT;10660;Fabricação de alimentos para animais;sensibilidade;FALSE;3038;7276795,3500000015;FALSE;2,39525850888743e+03
2020;MT;10694;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;sensibilidade;FALSE;612;1484972,2999999993;FALSE;2,42642532679738e+03
2020;MT;10716;Fabricação de açúcar em bruto;sensibilidade;FALSE;7;8841,4800000000;FALSE;1,26306857142857e+03
2020;MT;10813;Torrefação e moagem de café;sensibilidade;FALSE;348;721060,4199999999;FALSE;2,07201270114943e+03
2020;MT;10911;Fabricação de produtos de panificação;sensibilidade;FALSE;2058;3089023,7899999991;FALSE;1,50098337706511e+03
2020;MT;10929;Fabricação de biscoitos e bolachas;sensibilidade;FALSE;41;62200,3000000000;FALSE;1,51708048780488e+03
2020;MT;10937;Fabricação de produtos derivados do cacau, de chocolates e confeitos;sensibilidade;FALSE;21;35909,1700000000;FALSE;1,70996047619048e+03
2020;MT;10945;Fabricação de massas alimentícias;sensibilidade;FALSE;71;94628,6300000000;FALSE;1,33279760563380e+03
2020;MT;10953;Fabricação de especiarias, molhos, temperos e condimentos;sensibilidade;FALSE;85;142391,6700000000;FALSE;1,67519611764706e+03
2020;MT;10961;Fabricação de alimentos e pratos prontos;sensibilidade;FALSE;127;137587,8000000000;FALSE;1,08336850393701e+03
2020;MT;10996;Fabricação de produtos alimentícios não especificados anteriormente;sensibilidade;FALSE;1786;3537095,2400000016;FALSE;1,98045646136618e+03
2020;MT;13511;Fabricação de artefatos têxteis para uso doméstico;tratado_nucleo;TRUE;46;68820,3200000000;FALSE;1,49609391304348e+03
2020;MT;13529;Fabricação de artefatos de tapeçaria;tratado_nucleo;TRUE;113;156846,4600000000;FALSE;1,38802176991150e+03
2020;MT;13545;Fabricação de tecidos especiais, inclusive artefatos;tratado_nucleo;TRUE;13;14974,3300000000;FALSE;1,15187153846154e+03
2020;MT;13596;Fabricação de outros produtos têxteis não especificados anteriormente;tratado_nucleo;TRUE;65;104452,0700000000;FALSE;1,60695492307692e+03
2020;MT;14118;Confecção de roupas íntimas;tratado_nucleo;TRUE;158;193595,9300000000;FALSE;1,22529069620253e+03
2020;MT;14126;Confecção de peças do vestuário, exceto roupas íntimas;tratado_nucleo;TRUE;691;987576,8000000002;FALSE;1,42919942112880e+03
2020;MT;14134;Confecção de roupas profissionais;tratado_nucleo;TRUE;509;749629,7900000002;FALSE;1,47275007858546e+03
2020;MT;14142;Fabricação de acessórios do vestuário, exceto para segurança e proteção;tratado_nucleo;TRUE;9;6646,8400000000;FALSE;7,38537777777778e+02
2020;MT;14223;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;tratado_nucleo;TRUE;84;117112,9300000000;FALSE;1,39420154761905e+03
2020;MT;15211;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;tratado_nucleo;TRUE;8;9129,8900000000;FALSE;1,14123625000000e+03
2020;MT;15297;Fabricação de artefatos de couro não especificados anteriormente;tratado_nucleo;TRUE;15;17901,2900000000;FALSE;1,19341933333333e+03
2020;MT;15319;Fabricação de calçados de couro;tratado_nucleo;TRUE;13;22671,9400000000;FALSE;1,74399538461538e+03
2020;MT;15394;Fabricação de calçados de materiais não especificados anteriormente;tratado_nucleo;TRUE;2;1548,4400000000;FALSE;7,74220000000000e+02
2020;MT;16102;Desdobramento de madeira;controle;FALSE;7254;13612398,8600000106;FALSE;1,87653692583402e+03
2020;MT;16218;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;controle;FALSE;882;1305945,9399999995;FALSE;1,48066433106576e+03
2020;MT;16226;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;controle;FALSE;549;920363,5499999997;FALSE;1,67643633879781e+03
2020;MT;16234;Fabricação de artefatos de tanoaria e de embalagens de madeira;controle;FALSE;18;24167,8600000000;FALSE;1,34265888888889e+03
2020;MT;16293;"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis";controle;FALSE;213;341285,6800000001;FALSE;1,60228018779343e+03
2020;MT;17109;Fabricação de celulose e outras pastas para a fabricação de papel;controle;FALSE;1;3139,6600000000;FALSE;3,13966000000000e+03
2020;MT;17214;Fabricação de papel;controle;FALSE;0;0,0000000000;FALSE;NA
2020;MT;17311;Fabricação de embalagens de papel;controle;FALSE;33;27621,8200000000;FALSE;8,37024848484848e+02
2020;MT;17338;Fabricação de chapas e de embalagens de papelão ondulado;controle;FALSE;30;43090,0200000000;FALSE;1,43633400000000e+03
2020;MT;17419;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;controle;FALSE;88;144875,0999999999;FALSE;1,64630795454545e+03
2020;MT;17427;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;controle;FALSE;49;69770,3700000000;FALSE;1,42388510204082e+03
2020;MT;17494;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;controle;FALSE;0;0,0000000000;FALSE;NA
2020;MT;22129;Reforma de pneumáticos usados;controle;FALSE;686;1334195,2000000002;FALSE;1,94489096209913e+03
2020;MT;22196;Fabricação de artefatos de borracha não especificados anteriormente;controle;FALSE;285;543098,6499999999;FALSE;1,90560929824561e+03
2020;MT;22218;Fabricação de laminados planos e tubulares de material plástico;controle;FALSE;312;518854,9300000002;FALSE;1,66299657051282e+03
2020;MT;22226;Fabricação de embalagens de material plástico;controle;FALSE;925;1763642,7800000024;FALSE;1,90664084324325e+03
2020;MT;22234;Fabricação de tubos e acessórios de material plástico para uso na construção;controle;FALSE;77;154973,5100000000;FALSE;2,01264298701299e+03
2020;MT;23117;Fabricação de vidro plano e de segurança;controle;FALSE;383;983970,6900000003;FALSE;2,56911407310705e+03
2020;MT;23125;Fabricação de embalagens de vidro;controle;FALSE;6;10788,8200000000;FALSE;1,79813666666667e+03
2020;MT;23192;Fabricação de artigos de vidro;controle;FALSE;29;47806,4900000000;FALSE;1,64849965517241e+03
2020;MT;23206;Fabricação de cimento;controle;FALSE;366;1520576,6999999997;FALSE;4,15458114754098e+03
2020;MT;23303;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;controle;FALSE;3559;6565859,0000000037;FALSE;1,84486063500984e+03
2020;MT;23419;Fabricação de produtos cerâmicos refratários;controle;FALSE;28;41637,9400000000;FALSE;1,48706928571429e+03
2020;MT;23427;Fabricação de produtos cerâmicos não refratários para uso estrutural na construção;controle;FALSE;1984;3086007,9400000004;FALSE;1,55544755040323e+03
2020;MT;23494;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;controle;FALSE;31;20589,9000000000;FALSE;6,64190322580645e+02
2020;MT;23915;Aparelhamento e outros trabalhos em pedras;controle;FALSE;614;1135043,6299999999;FALSE;1,84860526058632e+03
2020;MT;23923;Fabricação de cal e gesso;controle;FALSE;20;64450,5800000000;FALSE;3,22252900000000e+03
2020;MT;23991;Fabricação de produtos de minerais não metálicos não especificados anteriormente;controle;FALSE;41;150380,1900000001;FALSE;3,66780951219512e+03
2020;MT;24229;Produção de laminados planos de aço;sensibilidade;FALSE;362;711935,7400000002;FALSE;1,96667331491713e+03
2020;MT;24237;Produção de laminados longos de aço;sensibilidade;FALSE;0;0,0000000000;FALSE;NA
2020;MT;24245;Produção de relaminados, trefilados e perfilados de aço;sensibilidade;FALSE;213;491101,2699999999;FALSE;2,30563976525822e+03
2020;MT;24318;Produção de tubos de aço com costura;sensibilidade;FALSE;18;42291,0400000000;FALSE;2,34950222222222e+03
2020;MT;24415;Metalurgia do alumínio e suas ligas;sensibilidade;FALSE;84;224151,7100000000;FALSE;2,66847273809524e+03
2020;MT;24423;Metalurgia dos metais preciosos;sensibilidade;FALSE;0;0,0000000000;FALSE;NA
2020;MT;24431;Metalurgia do cobre;sensibilidade;FALSE;2;3500,0000000000;FALSE;1,75000000000000e+03
2020;MT;24491;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente;sensibilidade;FALSE;11;21588,0100000000;FALSE;1,96254636363636e+03
2020;MT;24512;Fundição de ferro e aço;sensibilidade;FALSE;23;37174,5200000000;FALSE;1,61628347826087e+03
2020;MT;24521;Fundição de metais não ferrosos e suas ligas;sensibilidade;FALSE;15;20305,3200000000;FALSE;1,35368800000000e+03
2020;MT;25110;Fabricação de estruturas metálicas;controle;FALSE;1589;2519162,6700000009;FALSE;1,58537612964128e+03
2020;MT;25128;Fabricação de esquadrias de metal;controle;FALSE;756;1249654,5499999998;FALSE;1,65298220899471e+03
2020;MT;25136;Fabricação de obras de caldeiraria pesada;controle;FALSE;8;11546,4800000000;FALSE;1,44331000000000e+03
2020;MT;25217;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;controle;FALSE;44;88711,5300000000;FALSE;2,01617113636364e+03
2020;MT;25314;Produção de forjados de aço e de metais não ferrosos e suas ligas;controle;FALSE;13;21966,8500000000;FALSE;1,68975769230769e+03
2020;MT;25322;"Produção de artefatos estampados de metal; metalurgia do pó";controle;FALSE;107;173677,2800000000;FALSE;1,62315214953271e+03
2020;MT;25390;Serviços de usinagem, solda, tratamento e revestimento em metais;controle;FALSE;660;1271328,7200000002;FALSE;1,92625563636364e+03
2020;MT;25411;Fabricação de artigos de cutelaria;controle;FALSE;0;0,0000000000;FALSE;NA
2020;MT;25420;Fabricação de artigos de serralheria, exceto esquadrias;controle;FALSE;269;416593,8299999999;FALSE;1,54867594795539e+03
2020;MT;25438;Fabricação de ferramentas;controle;FALSE;81;157276,6500000000;FALSE;1,94168703703704e+03
2020;MT;25918;Fabricação de embalagens metálicas;controle;FALSE;4;5560,2100000000;FALSE;1,39005250000000e+03
2020;MT;25926;Fabricação de produtos de trefilados de metal;controle;FALSE;97;221019,3999999999;FALSE;2,27855051546392e+03
2020;MT;25993;Fabricação de produtos de metal não especificados anteriormente;controle;FALSE;657;1412144,0899999996;FALSE;2,14938217656012e+03
2020;MT;26400;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;tratado_extensao;TRUE;0;0,0000000000;FALSE;NA
2020;MT;27406;Fabricação de lâmpadas e outros equipamentos de iluminação;tratado_extensao;TRUE;3;5445,1500000000;FALSE;1,81505000000000e+03
2020;MT;27597;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;tratado_extensao;TRUE;6;8678,8600000000;FALSE;1,44647666666667e+03
2020;MT;28119;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;controle;FALSE;2;2971,6800000000;FALSE;1,48584000000000e+03
2020;MT;28127;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;controle;FALSE;15;21562,6500000000;FALSE;1,43751000000000e+03
2020;MT;28151;Fabricação de equipamentos de transmissão para fins industriais;controle;FALSE;7;10956,6100000000;FALSE;1,56523000000000e+03
2020;MT;28216;Fabricação de aparelhos e equipamentos para instalações térmicas;controle;FALSE;1;1962,0100000000;FALSE;1,96201000000000e+03
2020;MT;28224;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;controle;FALSE;19;48190,4400000000;FALSE;2,53633894736842e+03
2020;MT;28232;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;controle;FALSE;90;169872,9000000000;FALSE;1,88747666666667e+03
2020;MT;28241;Fabricação de aparelhos e equipamentos de ar condicionado;controle;FALSE;0;0,0000000000;FALSE;NA
2020;MT;28259;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;controle;FALSE;6;9338,4600000000;FALSE;1,55641000000000e+03
2020;MT;28291;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;controle;FALSE;112;244282,2600000001;FALSE;2,18109160714286e+03
2020;MT;28313;Fabricação de tratores agrícolas;controle;FALSE;1;0,0000000000;FALSE;0,00000000000000e+00
2020;MT;28330;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;controle;FALSE;693;2057624,0499999989;FALSE;2,96915447330447e+03
2020;MT;28402;Fabricação de máquinas-ferramenta;controle;FALSE;18;45682,3600000000;FALSE;2,53790888888889e+03
2020;MT;28526;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;controle;FALSE;86;184955,3400000000;FALSE;2,15064348837209e+03
2020;MT;28542;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;controle;FALSE;11;24002,4600000000;FALSE;2,18204181818182e+03
2020;MT;28615;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;controle;FALSE;11;18924,9300000000;FALSE;1,72044818181818e+03
2020;MT;28623;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;controle;FALSE;35;84537,7300000000;FALSE;2,41536371428571e+03
2020;MT;28691;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;controle;FALSE;94;115024,4200000000;FALSE;1,22366404255319e+03
2020;MT;32116;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;tratado_nucleo;TRUE;13;48321,4600000000;FALSE;3,71703538461538e+03
2020;MT;32124;Fabricação de bijuterias e artefatos semelhantes;tratado_nucleo;TRUE;9;8463,6600000000;FALSE;9,40406666666667e+02
2020;MT;32400;Fabricação de brinquedos e jogos recreativos;tratado_nucleo;TRUE;14;20179,3100000000;FALSE;1,44137928571429e+03
2020;PA;10112;Abate de reses, exceto suínos;sensibilidade;FALSE;9593;16789230,7899999991;FALSE;1,75015436151360e+03
2020;PA;10121;Abate de suínos, aves e outros pequenos animais;sensibilidade;FALSE;856;1260504,0199999996;FALSE;1,47255142523364e+03
2020;PA;10139;Fabricação de produtos de carne;sensibilidade;FALSE;749;1418063,9299999995;FALSE;1,89327627503338e+03
2020;PA;10201;Preservação do pescado e fabricação de produtos do pescado;sensibilidade;FALSE;1554;1779958,7700000009;FALSE;1,14540461389961e+03
2020;PA;10317;Fabricação de conservas de frutas;sensibilidade;FALSE;2398;3627397,3099999987;FALSE;1,51267610925771e+03
2020;PA;10325;Fabricação de conservas de legumes e outros vegetais;sensibilidade;FALSE;426;519677,9300000001;FALSE;1,21990124413146e+03
2020;PA;10333;Fabricação de sucos de frutas, hortaliças e legumes;sensibilidade;FALSE;748;1093487,6300000001;FALSE;1,46188185828877e+03
2020;PA;10414;Fabricação de óleos vegetais em bruto, exceto óleo de milho;sensibilidade;FALSE;4891;7715077,9299999969;FALSE;1,57740297076262e+03
2020;PA;10422;Fabricação de óleos vegetais refinados, exceto óleo de milho;sensibilidade;FALSE;1853;3518532,9899999965;FALSE;1,89883053966541e+03
2020;PA;10431;Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais;sensibilidade;FALSE;0;0,0000000000;FALSE;NA
2020;PA;10511;Preparação do leite;sensibilidade;FALSE;99;116676,8200000000;FALSE;1,17855373737374e+03
2020;PA;10520;Fabricação de laticínios;sensibilidade;FALSE;1301;2194658,8699999987;FALSE;1,68690151421983e+03
2020;PA;10538;Fabricação de sorvetes e outros gelados comestíveis;sensibilidade;FALSE;562;851310,5999999999;FALSE;1,51478754448399e+03
2020;PA;10619;Beneficiamento de arroz e fabricação de produtos do arroz;sensibilidade;FALSE;281;436111,8700000001;FALSE;1,55199953736655e+03
2020;PA;10627;Moagem de trigo e fabricação de derivados;sensibilidade;FALSE;341;1014334,3100000002;FALSE;2,97458741935484e+03
2020;PA;10635;Fabricação de farinha de mandioca e derivados;sensibilidade;FALSE;68;81412,4700000000;FALSE;1,19724220588235e+03
2020;PA;10643;Fabricação de farinha de milho e derivados, exceto óleos de milho;sensibilidade;FALSE;109;146954,3900000000;FALSE;1,34820541284404e+03
2020;PA;10651;Fabricação de amidos e féculas de vegetais e de óleos de milho;sensibilidade;FALSE;18;22113,5500000000;FALSE;1,22853055555556e+03
2020;PA;10660;Fabricação de alimentos para animais;sensibilidade;FALSE;368;662938,9599999995;FALSE;1,80146456521739e+03
2020;PA;10694;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;sensibilidade;FALSE;26;37893,5000000000;FALSE;1,45744230769231e+03
2020;PA;10813;Torrefação e moagem de café;sensibilidade;FALSE;78;103930,2100000000;FALSE;1,33243858974359e+03
2020;PA;10911;Fabricação de produtos de panificação;sensibilidade;FALSE;1817;2168645,9799999991;FALSE;1,19353108420473e+03
2020;PA;10929;Fabricação de biscoitos e bolachas;sensibilidade;FALSE;1792;3067397,3800000018;FALSE;1,71171728794643e+03
2020;PA;10937;Fabricação de produtos derivados do cacau, de chocolates e confeitos;sensibilidade;FALSE;88;141958,7700000000;FALSE;1,61316784090909e+03
2020;PA;10945;Fabricação de massas alimentícias;sensibilidade;FALSE;30;44140,8900000000;FALSE;1,47136300000000e+03
2020;PA;10953;Fabricação de especiarias, molhos, temperos e condimentos;sensibilidade;FALSE;755;923812,9199999997;FALSE;1,22359327152318e+03
2020;PA;10961;Fabricação de alimentos e pratos prontos;sensibilidade;FALSE;82;102377,0500000000;FALSE;1,24850060975610e+03
2020;PA;10996;Fabricação de produtos alimentícios não especificados anteriormente;sensibilidade;FALSE;1418;2193650,3600000003;FALSE;1,54700307475317e+03
2020;PA;13511;Fabricação de artefatos têxteis para uso doméstico;tratado_nucleo;TRUE;70;93139,6800000000;FALSE;1,33056685714286e+03
2020;PA;13529;Fabricação de artefatos de tapeçaria;tratado_nucleo;TRUE;9;10763,7100000000;FALSE;1,19596777777778e+03
2020;PA;13537;Fabricação de artefatos de cordoaria;tratado_nucleo;TRUE;5;3212,9600000000;FALSE;6,42592000000000e+02
2020;PA;13545;Fabricação de tecidos especiais, inclusive artefatos;tratado_nucleo;TRUE;3;3536,0200000000;FALSE;1,17867333333333e+03
2020;PA;13596;Fabricação de outros produtos têxteis não especificados anteriormente;tratado_nucleo;TRUE;36;51933,0900000000;FALSE;1,44258583333333e+03
2020;PA;14118;Confecção de roupas íntimas;tratado_nucleo;TRUE;48;51588,1400000000;FALSE;1,07475291666667e+03
2020;PA;14126;Confecção de peças do vestuário, exceto roupas íntimas;tratado_nucleo;TRUE;580;689180,9700000000;FALSE;1,18824305172414e+03
2020;PA;14134;Confecção de roupas profissionais;tratado_nucleo;TRUE;469;559146,2600000000;FALSE;1,19220950959488e+03
2020;PA;14142;Fabricação de acessórios do vestuário, exceto para segurança e proteção;tratado_nucleo;TRUE;6;4770,4100000000;FALSE;7,95068333333333e+02
2020;PA;14223;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;tratado_nucleo;TRUE;40;43428,0200000000;FALSE;1,08570050000000e+03
2020;PA;15211;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;tratado_nucleo;TRUE;16;16347,7800000000;FALSE;1,02173625000000e+03
2020;PA;15297;Fabricação de artefatos de couro não especificados anteriormente;tratado_nucleo;TRUE;35;37759,6600000000;FALSE;1,07884742857143e+03
2020;PA;15319;Fabricação de calçados de couro;tratado_nucleo;TRUE;668;717093,5500000004;FALSE;1,07349333832335e+03
2020;PA;15335;Fabricação de calçados de material sintético;tratado_nucleo;TRUE;39;54651,0100000000;FALSE;1,40130794871795e+03
2020;PA;15394;Fabricação de calçados de materiais não especificados anteriormente;tratado_nucleo;TRUE;2;1697,4900000000;FALSE;8,48745000000000e+02
2020;PA;16102;Desdobramento de madeira;controle;FALSE;6378;9712989,9899999946;FALSE;1,52288961900282e+03
2020;PA;16218;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;controle;FALSE;2962;5032042,7000000002;FALSE;1,69886654287644e+03
2020;PA;16226;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;controle;FALSE;578;772218,0599999997;FALSE;1,33601740484429e+03
2020;PA;16234;Fabricação de artefatos de tanoaria e de embalagens de madeira;controle;FALSE;32;57539,6000000000;FALSE;1,79811250000000e+03
2020;PA;16293;"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis";controle;FALSE;418;650831,3999999999;FALSE;1,55701291866029e+03
2020;PA;17109;Fabricação de celulose e outras pastas para a fabricação de papel;controle;FALSE;770;4379645,4499999965;FALSE;5,68785123376623e+03
2020;PA;17214;Fabricação de papel;controle;FALSE;20;35817,7600000000;FALSE;1,79088800000000e+03
2020;PA;17311;Fabricação de embalagens de papel;controle;FALSE;0;0,0000000000;FALSE;NA
2020;PA;17320;Fabricação de embalagens de cartolina e papel-cartão;controle;FALSE;0;0,0000000000;FALSE;NA
2020;PA;17338;Fabricação de chapas e de embalagens de papelão ondulado;controle;FALSE;168;261849,0299999999;FALSE;1,55862517857143e+03
2020;PA;17419;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;controle;FALSE;51;73293,8800000000;FALSE;1,43713490196078e+03
2020;PA;17427;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;controle;FALSE;27;41296,8600000000;FALSE;1,52951333333333e+03
2020;PA;17494;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;controle;FALSE;0;0,0000000000;FALSE;NA
2020;PA;22111;Fabricação de pneumáticos e de câmaras-de-ar;controle;FALSE;2;5683,3200000000;FALSE;2,84166000000000e+03
2020;PA;22129;Reforma de pneumáticos usados;controle;FALSE;608;1160904,0699999996;FALSE;1,90938169407895e+03
2020;PA;22196;Fabricação de artefatos de borracha não especificados anteriormente;controle;FALSE;180;491381,1400000000;FALSE;2,72989522222222e+03
2020;PA;22218;Fabricação de laminados planos e tubulares de material plástico;controle;FALSE;23;32013,1800000000;FALSE;1,39187739130435e+03
2020;PA;22226;Fabricação de embalagens de material plástico;controle;FALSE;620;878090,5100000001;FALSE;1,41627501612903e+03
2020;PA;22234;Fabricação de tubos e acessórios de material plástico para uso na construção;controle;FALSE;97;104730,6900000000;FALSE;1,07969783505155e+03
2020;PA;23117;Fabricação de vidro plano e de segurança;controle;FALSE;393;731546,2599999999;FALSE;1,86144086513995e+03
2020;PA;23192;Fabricação de artigos de vidro;controle;FALSE;89;139894,7200000000;FALSE;1,57185078651685e+03
2020;PA;23206;Fabricação de cimento;controle;FALSE;678;2385606,9100000001;FALSE;3,51859426253687e+03
2020;PA;23303;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;controle;FALSE;1757;3099719,8100000005;FALSE;1,76421161639158e+03
2020;PA;23419;Fabricação de produtos cerâmicos refratários;controle;FALSE;62;96020,2900000000;FALSE;1,54871435483871e+03
2020;PA;23427;Fabricação de produtos cerâmicos não refratários para uso estrutural na construção;controle;FALSE;3426;4545808,2400000049;FALSE;1,32685587857560e+03
2020;PA;23494;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;controle;FALSE;1;1253,4000000000;FALSE;1,25340000000000e+03
2020;PA;23915;Aparelhamento e outros trabalhos em pedras;controle;FALSE;177;235824,2200000000;FALSE;1,33234022598870e+03
2020;PA;23991;Fabricação de produtos de minerais não metálicos não especificados anteriormente;controle;FALSE;82;287882,9200000000;FALSE;3,51076731707317e+03
2020;PA;24113;Produção de ferro-gusa;sensibilidade;FALSE;427;750529,7599999995;FALSE;1,75768093676815e+03
2020;PA;24121;Produção de ferroligas;sensibilidade;FALSE;57;126774,8700000000;FALSE;2,22412052631579e+03
2020;PA;24211;Produção de semiacabados de aço;sensibilidade;FALSE;0;0,0000000000;FALSE;NA
2020;PA;24237;Produção de laminados longos de aço;sensibilidade;FALSE;1273;4649038,0900000036;FALSE;3,65203306362923e+03
